,state,gender,customer_lifetime_value,number_of_open_complaints,response,coverage,education,effective_to_date,employmentstatus,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type,region_mapped,month,date
5874,Oregon,M,9378.900706,0.0,No,Premium,Bachelor,2011-01-30,Employed,51425.0,Urban,Married,119,32.0,66,3,Personal Auto,Personal L3,Offer1,Agent,560.154132,Four-Door Car,Large,A,north_west,January,2011-01-30
5875,Arizona,M,10614.64457,0.0,No,Extended,College,2011-01-13,Medical Leave,16040.0,Suburban,Divorced,96,29.0,93,2,Personal Auto,Personal L3,Offer1,Branch,611.476898,Two-Door Car,Medsize,A,central,January,2011-01-13
5876,Oregon,F,22806.46912,0.0,No,Basic,Master,2011-02-06,Retired,10337.0,Suburban,Married,67,16.0,56,2,Personal Auto,Personal L3,Offer2,Branch,321.6,Four-Door Car,Small,0,north_west,February,2011-02-06
5877,Washington,M,5719.785738,1.0,No,Basic,Master,2011-01-10,Employed,54585.0,Suburban,Married,71,33.0,39,3,Personal Auto,Personal L2,Offer3,Call Center,340.8,0,0,A,east,January,2011-01-10
5878,Oregon,F,4064.670639,0.0,No,Basic,Master,2011-02-28,Retired,26161.0,Suburban,Single,109,8.0,70,1,Personal Auto,Personal L3,Offer3,Branch,594.444586,0,0,0,north_west,February,2011-02-28
5879,Oregon,M,9587.586583,0.0,No,Premium,Bachelor,2011-01-31,Employed,84539.0,Rural,Married,119,15.0,71,4,Personal Auto,Personal L3,Offer1,Call Center,65.428481,Four-Door Car,Medsize,A,north_west,January,2011-01-31
5880,California,M,8053.268897,0.0,No,Premium,College,2011-02-01,Disabled,17301.0,Suburban,Married,105,1.0,11,5,Personal Auto,Personal L1,Offer2,Call Center,638.543326,Four-Door Car,Small,A,west_region,February,2011-02-01
5881,California,M,5012.184756,1.0,No,Extended,College,2011-01-24,Employed,20976.0,Suburban,Married,129,20.0,86,1,Personal Auto,Personal L3,Offer1,Agent,735.683769,Sports Car,Large,0,west_region,January,2011-01-24
5882,Oregon,M,8906.991433,0.0,No,Extended,College,2011-01-10,Employed,58718.0,Suburban,Single,226,11.0,0,1,Personal Auto,Personal L3,Offer1,Agent,1084.8,Luxury Car,Medsize,A,north_west,January,2011-01-10
5883,California,F,2423.755534,1.0,No,Basic,High School or Below,2011-02-04,Medical Leave,22319.0,Suburban,Married,63,3.0,41,1,Personal Auto,Personal L3,Offer1,Agent,302.4,Two-Door Car,Small,0,west_region,February,2011-02-04
5884,Oregon,M,8804.584902,0.0,No,Basic,Bachelor,2011-02-25,Employed,38638.0,Suburban,Married,74,5.0,84,2,Personal Auto,Personal L2,Offer1,Agent,355.2,Four-Door Car,Medsize,A,north_west,February,2011-02-25
5885,Washington,F,2434.849287,0.0,No,Basic,College,2011-01-19,Unemployed,0.0,Urban,Married,66,30.0,34,1,Personal Auto,Personal L2,Offer1,Agent,167.073308,Four-Door Car,Medsize,A,east,January,2011-01-19
5886,0,F,7651.099258,0.0,0,Basic,Bachelor,2011-01-13,Employed,53330.0,Urban,Single,65,8.0,57,2,Personal Auto,Personal L3,Offer1,Agent,224.093027,Four-Door Car,Medsize,A,0,January,2011-01-13
5887,Oregon,M,5278.183759,0.0,No,Basic,College,2011-02-09,Employed,73742.0,Rural,Single,68,10.0,60,3,Personal Auto,Personal L1,Offer2,Branch,27.210992,Two-Door Car,Medsize,0,north_west,February,2011-02-09
5888,Oregon,M,8501.652884,3.0,No,Extended,High School or Below,2011-01-31,Unemployed,0.0,Suburban,Single,136,20.0,98,6,Personal Auto,Personal L2,Offer1,Web,979.2,Sports Car,Medsize,A,north_west,January,2011-01-31
5889,0,F,10208.92761,0.0,0,Extended,College,2011-02-14,Employed,35482.0,Suburban,Married,129,21.0,59,3,Personal Auto,Personal L3,Offer1,Branch,619.2,SUV,Medsize,A,0,February,2011-02-14
5890,Arizona,M,4882.073243,0.0,No,Basic,High School or Below,2011-01-06,Unemployed,0.0,Suburban,Divorced,66,18.0,66,6,Personal Auto,Personal L3,Offer1,Call Center,475.2,Four-Door Car,Small,A,central,January,2011-01-06
5891,California,F,8078.53085,1.0,No,Premium,Bachelor,2011-01-20,Unemployed,0.0,Suburban,Married,114,1.0,39,5,Personal Auto,Personal L2,Offer1,Branch,547.2,Four-Door Car,Medsize,0,west_region,January,2011-01-20
5892,Oregon,F,10388.986,0.0,No,Extended,College,2011-01-10,Employed,33432.0,Rural,Single,90,28.0,43,2,Corporate Auto,Corporate L3,Offer1,Agent,161.423101,Two-Door Car,Medsize,0,north_west,January,2011-01-10
5893,0,M,7098.91414,0.0,0,Basic,Bachelor,2011-02-07,Unemployed,0.0,Suburban,Single,70,18.0,99,2,Personal Auto,Personal L1,Offer1,Agent,349.783046,Two-Door Car,Medsize,0,0,February,2011-02-07
5894,California,M,2619.172388,0.0,No,Basic,Bachelor,2011-01-16,Disabled,15587.0,Rural,Married,71,11.0,48,1,Special Auto,Special L1,Offer2,Agent,136.033828,Two-Door Car,Medsize,0,west_region,January,2011-01-16
5895,Arizona,F,8834.322784,0.0,No,Basic,Bachelor,2011-02-02,Employed,34133.0,Rural,Divorced,111,0.0,72,7,Personal Auto,Personal L1,Offer1,Call Center,226.9684,SUV,Small,0,central,February,2011-02-02
5896,Washington,F,11009.13049,0.0,Yes,Premium,Bachelor,2011-01-24,Employed,51643.0,Suburban,Single,283,16.0,43,1,Personal Auto,Personal L3,Offer2,Agent,1358.4,Luxury Car,Medsize,A,east,January,2011-01-24
5897,Oregon,M,7158.530736,0.0,No,Extended,College,2011-02-20,Employed,36463.0,Suburban,Single,92,8.0,25,3,Personal Auto,Personal L3,Offer1,Agent,441.6,Four-Door Car,Medsize,A,north_west,February,2011-02-20
5898,0,M,4915.39018,0.0,0,Basic,Bachelor,2011-01-09,Unemployed,0.0,Suburban,Single,70,13.0,48,9,Personal Auto,Personal L3,Offer1,Branch,504.0,Four-Door Car,Medsize,0,0,January,2011-01-09
5899,Washington,F,3690.698916,0.0,No,Extended,Bachelor,2011-01-17,Employed,59016.0,Suburban,Married,92,3.0,65,1,Corporate Auto,Corporate L1,Offer2,Web,441.6,0,0,A,east,January,2011-01-17
5900,Oregon,F,2471.077732,0.0,No,Basic,High School or Below,2011-01-16,Employed,53074.0,Urban,Married,61,5.0,86,1,Personal Auto,Personal L2,Offer1,Agent,268.773368,Two-Door Car,Medsize,A,north_west,January,2011-01-16
5901,Arizona,M,2507.884662,0.0,No,Basic,Doctor,2011-01-23,Employed,97673.0,Urban,Single,63,21.0,49,1,Personal Auto,Personal L3,Offer4,Agent,178.762806,Four-Door Car,Medsize,A,central,January,2011-01-23
5902,Nevada,M,7025.04419,1.0,No,Extended,High School or Below,2011-02-14,Employed,24726.0,Rural,Divorced,92,18.0,75,5,Personal Auto,Personal L3,Offer1,Call Center,150.693773,Four-Door Car,Medsize,A,central,February,2011-02-14
5903,California,M,6062.441614,0.0,No,Extended,High School or Below,2011-02-18,Unemployed,0.0,Suburban,Single,84,1.0,94,5,Personal Auto,Personal L3,Offer1,Web,604.8,Four-Door Car,Medsize,A,west_region,February,2011-02-18
5904,Oregon,F,6560.815344,0.0,No,Extended,High School or Below,2011-01-04,Unemployed,0.0,Rural,Single,93,2.0,88,3,Personal Auto,Personal L2,Offer1,Branch,41.617367,Four-Door Car,Large,0,north_west,January,2011-01-04
5905,California,F,2822.731903,0.0,No,Extended,College,2011-02-19,Unemployed,0.0,Rural,Married,77,33.0,86,1,Personal Auto,Personal L1,Offer1,Web,138.947984,0,0,A,west_region,February,2011-02-19
5906,Nevada,F,36946.06393,1.0,No,Basic,College,2011-01-30,Employed,75425.0,Suburban,Divorced,116,25.0,88,2,Personal Auto,Personal L3,Offer2,Call Center,663.643801,Sports Car,Medsize,A,central,January,2011-01-30
5907,California,F,40688.53442,0.0,No,Basic,High School or Below,2011-02-19,Employed,37455.0,Suburban,Married,114,13.0,57,2,Personal Auto,Personal L3,Offer4,Call Center,547.2,SUV,Small,A,west_region,February,2011-02-19
5908,Washington,F,2896.918767,1.0,No,Basic,College,2011-02-09,Employed,33746.0,Suburban,Divorced,74,1.0,6,1,Personal Auto,Personal L3,Offer1,Agent,355.2,Two-Door Car,Medsize,A,east,February,2011-02-09
5909,Arizona,M,5304.541694,0.0,No,Basic,Bachelor,2011-01-25,Unemployed,0.0,Suburban,Divorced,74,18.0,29,8,Personal Auto,Personal L2,Offer1,Branch,532.8,Four-Door Car,Medsize,0,central,January,2011-01-25
5910,Arizona,F,2867.211836,0.0,No,Basic,College,2011-02-15,Employed,91810.0,Rural,Married,71,27.0,43,1,Corporate Auto,Corporate L2,Offer3,Web,165.520952,Four-Door Car,Medsize,0,central,February,2011-02-15
5911,Oregon,M,2580.849899,0.0,Yes,Basic,College,2011-02-09,Employed,46900.0,Suburban,Married,66,13.0,59,1,Corporate Auto,Corporate L1,Offer2,Web,316.8,Four-Door Car,Medsize,A,north_west,February,2011-02-09
5912,California,F,3979.718986,0.0,No,Extended,Bachelor,2011-02-11,Employed,96413.0,Suburban,Married,99,3.0,78,1,Personal Auto,Personal L2,Offer3,Web,560.045764,Four-Door Car,Small,0,west_region,February,2011-02-11
5913,Oregon,M,4623.536706,0.0,No,Extended,High School or Below,2011-01-05,Unemployed,0.0,Suburban,Single,133,18.0,2,1,Personal Auto,Personal L3,Offer1,Web,957.6,SUV,Medsize,A,north_west,January,2011-01-05
5914,California,F,2242.226055,3.0,No,Basic,Bachelor,2011-02-11,Unemployed,0.0,Suburban,Single,67,15.0,75,1,Personal Auto,Personal L1,Offer1,Agent,618.355883,Four-Door Car,Medsize,A,west_region,February,2011-02-11
5915,Oregon,M,42389.00791,0.0,No,Extended,College,2011-02-17,Employed,82554.0,Rural,Married,132,6.0,15,2,Personal Auto,Personal L1,Offer1,Branch,154.749492,Sports Car,Medsize,A,north_west,February,2011-02-17
5916,California,F,5692.684466,0.0,No,Basic,College,2011-02-04,Employed,86073.0,Urban,Married,70,2.0,96,3,Personal Auto,Personal L2,Offer3,Branch,291.587866,Two-Door Car,Medsize,A,west_region,February,2011-02-04
5917,California,M,5528.212807,0.0,Yes,Basic,Bachelor,2011-01-19,Employed,36088.0,Suburban,Single,72,16.0,31,9,Personal Auto,Personal L1,Offer1,Agent,345.6,Four-Door Car,Medsize,A,west_region,January,2011-01-19
5918,California,F,8146.271602,2.0,No,Basic,College,2011-02-27,Employed,92777.0,Rural,Married,68,21.0,83,2,Personal Auto,Personal L1,Offer1,Web,158.041549,Two-Door Car,Medsize,0,west_region,February,2011-02-27
5919,California,F,6785.536334,0.0,No,Premium,Bachelor,2011-02-25,Unemployed,0.0,Suburban,Single,197,6.0,22,1,Corporate Auto,Corporate L3,Offer1,Agent,1439.676002,Sports Car,Small,A,west_region,February,2011-02-25
5920,Nevada,M,7055.962564,1.0,No,Premium,Bachelor,2011-02-19,Unemployed,0.0,Suburban,Single,108,25.0,82,4,Special Auto,Special L2,Offer2,Branch,777.6,Two-Door Car,Medsize,0,central,February,2011-02-19
5921,Washington,F,15374.18296,0.0,No,Extended,Bachelor,2011-02-19,Employed,42570.0,Urban,Married,128,5.0,52,2,Personal Auto,Personal L2,Offer2,Agent,587.409205,SUV,Large,0,east,February,2011-02-19
5922,Oregon,F,6121.107929,0.0,No,Extended,College,2011-01-17,Employed,26787.0,Suburban,Married,77,7.0,50,5,Personal Auto,Personal L3,Offer3,Branch,369.6,Four-Door Car,Medsize,0,north_west,January,2011-01-17
5923,California,M,8278.716567,0.0,No,Extended,High School or Below,2011-02-07,Disabled,16924.0,Suburban,Single,226,23.0,69,1,Personal Auto,Personal L2,Offer1,Branch,1084.8,Luxury SUV,Medsize,A,west_region,February,2011-02-07
5924,Oregon,M,22563.61838,3.0,No,Basic,High School or Below,2011-01-17,Employed,23046.0,Rural,Married,65,18.0,7,2,Personal Auto,Personal L3,Offer4,Branch,1.687291,Two-Door Car,Large,A,north_west,January,2011-01-17
5925,California,M,3109.007806,0.0,No,Extended,High School or Below,2011-01-31,Employed,77485.0,Urban,Married,77,0.0,87,1,Corporate Auto,Corporate L2,Offer2,Branch,355.909266,Four-Door Car,Medsize,A,west_region,January,2011-01-31
5926,Nevada,M,2805.286098,3.0,No,Extended,College,2011-02-26,Employed,50180.0,Urban,Single,77,30.0,93,1,Personal Auto,Personal L3,Offer2,Web,360.499075,Four-Door Car,Medsize,A,central,February,2011-02-26
5927,Arizona,F,2433.214447,1.0,No,Basic,Bachelor,2011-02-08,Employed,23737.0,Suburban,Married,62,10.0,65,1,Personal Auto,Personal L3,Offer2,Agent,437.934279,Four-Door Car,Small,0,central,February,2011-02-08
5928,0,F,3969.433177,0.0,0,Basic,College,2011-02-05,Employed,49544.0,Rural,Single,101,3.0,29,1,Personal Auto,Personal L3,Offer1,Agent,0.769185,SUV,Medsize,A,0,February,2011-02-05
5929,Oregon,F,4882.289803,4.0,No,Basic,High School or Below,2011-01-17,Medical Leave,19715.0,Suburban,Married,66,25.0,11,5,Personal Auto,Personal L3,Offer1,Web,475.2,Four-Door Car,Small,A,north_west,January,2011-01-17
5930,0,F,8503.942634,4.0,0,Basic,High School or Below,2011-02-08,Employed,87771.0,Suburban,Single,74,8.0,9,2,Personal Auto,Personal L3,Offer2,Branch,355.2,Four-Door Car,Small,A,0,February,2011-02-08
5931,Nevada,F,2514.59196,0.0,Yes,Basic,High School or Below,2011-02-14,Employed,43860.0,Rural,Single,65,15.0,58,1,Corporate Auto,Corporate L3,Offer2,Agent,156.124914,Four-Door Car,Medsize,A,central,February,2011-02-14
5932,California,F,2685.177658,0.0,No,Basic,College,2011-01-29,Retired,20608.0,Suburban,Divorced,73,10.0,24,1,Personal Auto,Personal L2,Offer3,Branch,350.4,Four-Door Car,Small,0,west_region,January,2011-01-29
5933,Washington,M,8641.530036,0.0,No,Basic,Bachelor,2011-02-12,Employed,78904.0,Rural,Divorced,109,10.0,38,9,Personal Auto,Personal L3,Offer4,Branch,250.001424,SUV,Large,0,east,February,2011-02-12
5934,0,F,9460.17545,0.0,0,Extended,High School or Below,2011-01-22,Unemployed,0.0,Suburban,Single,133,23.0,32,6,Personal Auto,Personal L1,Offer1,Call Center,1443.455106,SUV,Medsize,0,0,January,2011-01-22
5935,Oregon,M,4863.266809,0.0,No,Basic,Bachelor,2011-01-20,Unemployed,0.0,Suburban,Single,70,15.0,35,5,Corporate Auto,Corporate L3,Offer2,Agent,646.785442,Four-Door Car,Small,A,north_west,January,2011-01-20
5936,Oregon,F,10925.82157,0.0,No,Extended,High School or Below,2011-02-28,Employed,98542.0,Suburban,Single,90,1.0,93,2,Personal Auto,Personal L3,Offer2,Agent,432.0,Two-Door Car,Small,A,north_west,February,2011-02-28
5937,Arizona,M,9853.773193,0.0,No,Extended,Bachelor,2011-01-02,Employed,44006.0,Urban,Single,130,18.0,26,4,Personal Auto,Personal L3,Offer1,Branch,494.664784,Sports Car,Medsize,A,central,January,2011-01-02
5938,Nevada,F,5597.12496,0.0,Yes,Extended,High School or Below,2011-01-27,Employed,37995.0,Suburban,Married,139,16.0,50,1,Personal Auto,Personal L3,Offer1,Branch,667.2,SUV,Medsize,0,central,January,2011-01-27
5939,Oregon,M,3102.998522,0.0,No,Extended,Doctor,2011-02-25,Employed,31841.0,Rural,Married,78,15.0,11,1,Personal Auto,Personal L3,Offer2,Agent,126.857228,Four-Door Car,Medsize,0,north_west,February,2011-02-25
5940,California,F,2713.560376,0.0,No,Basic,College,2011-01-16,Unemployed,0.0,Urban,Married,74,35.0,77,1,Personal Auto,Personal L3,Offer4,Call Center,299.635989,0,0,A,west_region,January,2011-01-16
5941,California,F,2290.681171,0.0,No,Basic,Bachelor,2011-01-29,Unemployed,0.0,Suburban,Single,64,30.0,85,1,Personal Auto,Personal L3,Offer1,Branch,482.778155,Four-Door Car,Large,A,west_region,January,2011-01-29
5942,0,M,7582.113842,0.0,0,Basic,College,2011-02-03,Employed,64801.0,Urban,Married,64,23.0,19,2,Corporate Auto,Corporate L3,Offer2,Web,268.471802,Four-Door Car,Medsize,0,0,February,2011-02-03
5943,Nevada,F,8317.302513,0.0,No,Basic,College,2011-01-18,Employed,64367.0,Rural,Married,104,2.0,14,9,Personal Auto,Personal L2,Offer3,Call Center,96.431061,SUV,Medsize,0,central,January,2011-01-18
5944,0,F,8586.528213,0.0,0,Extended,Bachelor,2011-02-07,Unemployed,0.0,Suburban,Single,83,15.0,13,2,Personal Auto,Personal L2,Offer2,Agent,483.577807,Four-Door Car,Medsize,A,0,February,2011-02-07
5945,California,M,9486.037005,0.0,No,Extended,High School or Below,2011-02-28,Medical Leave,25322.0,Suburban,Divorced,126,23.0,52,3,Corporate Auto,Corporate L3,Offer3,Call Center,886.033554,Sports Car,Medsize,0,west_region,February,2011-02-28
5946,Nevada,F,3589.372361,0.0,No,Extended,College,2011-01-30,Employed,30944.0,Urban,Divorced,92,15.0,46,1,Personal Auto,Personal L3,Offer1,Web,348.216284,0,0,A,central,January,2011-01-30
5947,Washington,M,2393.915369,0.0,Yes,Basic,College,2011-01-31,Unemployed,0.0,Suburban,Single,70,24.0,10,1,Personal Auto,Personal L2,Offer1,Branch,425.266308,Four-Door Car,Medsize,A,east,January,2011-01-31
5948,Nevada,F,8653.302322,0.0,No,Basic,College,2011-01-29,Medical Leave,20588.0,Suburban,Married,113,6.0,86,7,Personal Auto,Personal L3,Offer1,Branch,586.390393,SUV,Medsize,A,central,January,2011-01-29
5949,California,M,5389.499465,0.0,Yes,Extended,College,2011-01-07,Employed,66429.0,Rural,Married,136,35.0,93,1,Personal Auto,Personal L2,Offer2,Agent,57.712985,Sports Car,Medsize,0,west_region,January,2011-01-07
5950,Oregon,F,3265.156348,0.0,Yes,Extended,Bachelor,2011-01-26,Employed,25820.0,Suburban,Divorced,82,10.0,69,1,Corporate Auto,Corporate L2,Offer1,Agent,393.6,Four-Door Car,Medsize,A,north_west,January,2011-01-26
5951,Oregon,F,5947.215835,0.0,No,Basic,College,2011-01-09,Employed,67760.0,Suburban,Married,74,19.0,19,3,Special Auto,Special L3,Offer4,Branch,465.278453,Four-Door Car,Medsize,A,north_west,January,2011-01-09
5952,California,M,13752.46705,1.0,No,Extended,High School or Below,2011-01-27,Unemployed,0.0,Suburban,Married,131,31.0,49,2,Personal Auto,Personal L1,Offer3,Agent,628.8,Sports Car,Medsize,A,west_region,January,2011-01-27
5953,Oregon,M,9766.217126,0.0,No,Extended,Bachelor,2011-02-12,Employed,75651.0,Urban,Married,81,23.0,60,2,Personal Auto,Personal L2,Offer2,Agent,375.11129,Four-Door Car,Large,0,north_west,February,2011-02-12
5954,California,M,21920.81339,0.0,No,Basic,High School or Below,2011-01-27,Employed,60180.0,Suburban,Married,183,14.0,70,2,Corporate Auto,Corporate L3,Offer4,Branch,988.533256,Luxury Car,Medsize,A,west_region,January,2011-01-27
5955,Washington,M,4992.920887,1.0,No,Basic,College,2011-02-16,Disabled,24368.0,Suburban,Divorced,68,34.0,54,3,Personal Auto,Personal L3,Offer1,Agent,326.4,Four-Door Car,Medsize,A,east,February,2011-02-16
5956,California,F,2499.411829,0.0,No,Basic,High School or Below,2011-01-06,Unemployed,0.0,Suburban,Single,72,15.0,47,1,Corporate Auto,Corporate L3,Offer2,Branch,345.6,Two-Door Car,Large,0,west_region,January,2011-01-06
5957,Arizona,F,4194.659772,0.0,No,Basic,Doctor,2011-01-29,Employed,25581.0,Urban,Married,105,9.0,21,1,Personal Auto,Personal L3,Offer2,Branch,429.695284,SUV,Medsize,A,central,January,2011-01-29
5958,California,F,17006.00256,0.0,No,Basic,Bachelor,2011-01-14,Employed,58620.0,Suburban,Married,71,11.0,51,2,Corporate Auto,Corporate L2,Offer3,Call Center,340.8,Four-Door Car,Medsize,A,west_region,January,2011-01-14
5959,Arizona,M,7553.936525,4.0,No,Basic,Doctor,2011-01-24,Employed,38008.0,Urban,Divorced,68,12.0,40,2,Personal Auto,Personal L2,Offer2,Agent,321.789644,Four-Door Car,Medsize,A,central,January,2011-01-24
5960,Arizona,F,4670.058282,2.0,No,Premium,Bachelor,2011-02-03,Employed,69921.0,Urban,Divorced,118,28.0,22,1,Personal Auto,Personal L3,Offer1,Agent,373.227044,Two-Door Car,Medsize,A,central,February,2011-02-03
5961,Oregon,M,24967.75842,0.0,No,Basic,High School or Below,2011-02-15,Employed,66825.0,Rural,Married,69,11.0,47,2,Personal Auto,Personal L3,Offer4,Agent,70.031111,Four-Door Car,Medsize,0,north_west,February,2011-02-15
5962,Oregon,M,6974.922464,0.0,No,Extended,High School or Below,2011-01-02,Disabled,26514.0,Suburban,Married,91,15.0,58,3,Personal Auto,Personal L3,Offer2,Agent,655.2,Four-Door Car,Small,0,north_west,January,2011-01-02
5963,Oregon,M,4330.38602,0.0,Yes,Premium,College,2011-02-16,Employed,60475.0,Suburban,Married,107,9.0,18,1,Personal Auto,Personal L1,Offer2,Branch,513.6,Four-Door Car,Medsize,0,north_west,February,2011-02-16
5964,California,M,12255.12414,0.0,No,Premium,Bachelor,2011-01-17,Unemployed,0.0,Suburban,Single,177,0.0,6,7,Personal Auto,Personal L2,Offer3,Branch,1274.4,SUV,Medsize,0,west_region,January,2011-01-17
5965,Oregon,M,5714.246379,0.0,No,Extended,High School or Below,2011-02-26,Unemployed,0.0,Rural,Married,79,3.0,66,9,Personal Auto,Personal L2,Offer4,Agent,50.447629,Two-Door Car,Large,0,north_west,February,2011-02-26
5966,Oregon,F,4760.941906,0.0,No,Basic,Bachelor,2011-02-24,Unemployed,0.0,Suburban,Single,68,9.0,1,6,Corporate Auto,Corporate L3,Offer1,Web,489.6,Four-Door Car,Medsize,0,north_west,February,2011-02-24
5967,Arizona,M,3677.784051,0.0,No,Extended,High School or Below,2011-01-16,Employed,32314.0,Suburban,Married,92,15.0,80,1,Personal Auto,Personal L1,Offer2,Agent,662.4,Four-Door Car,Medsize,0,central,January,2011-01-16
5968,Nevada,M,7955.774758,0.0,No,Basic,High School or Below,2011-01-27,Unemployed,0.0,Suburban,Married,74,17.0,27,2,Personal Auto,Personal L3,Offer2,Web,355.2,Four-Door Car,Medsize,A,central,January,2011-01-27
5969,Oregon,F,9501.005425,0.0,No,Basic,College,2011-02-26,Employed,46855.0,Urban,Married,119,13.0,94,9,Personal Auto,Personal L3,Offer3,Branch,472.391125,SUV,Small,0,north_west,February,2011-02-26
5970,Oregon,M,7247.736708,0.0,No,Basic,College,2011-01-01,Employed,23541.0,Rural,Married,62,15.0,38,2,Personal Auto,Personal L3,Offer2,Agent,98.923871,Two-Door Car,Medsize,0,north_west,January,2011-01-01
5971,California,M,4528.50489,0.0,No,Premium,High School or Below,2011-02-25,Employed,70340.0,Suburban,Married,113,5.0,56,1,Special Auto,Special L2,Offer1,Agent,542.4,Four-Door Car,Small,A,west_region,February,2011-02-25
5972,California,M,4762.823136,0.0,No,Basic,Bachelor,2011-01-21,Unemployed,0.0,Suburban,Married,65,10.0,11,3,Personal Auto,Personal L1,Offer1,Call Center,366.212945,Four-Door Car,Medsize,A,west_region,January,2011-01-21
5973,0,F,6503.397049,0.0,0,Extended,High School or Below,2011-02-19,Disabled,22081.0,Suburban,Married,84,1.0,9,6,Personal Auto,Personal L1,Offer1,Agent,451.670309,Two-Door Car,Small,A,0,February,2011-02-19
5974,Nevada,M,9028.821403,0.0,No,Basic,High School or Below,2011-02-14,Employed,65974.0,Rural,Married,113,3.0,43,3,Personal Auto,Personal L3,Offer3,Agent,235.220971,Sports Car,Medsize,0,central,February,2011-02-14
5975,Nevada,F,20940.30306,0.0,No,Basic,High School or Below,2011-02-03,Unemployed,0.0,Suburban,Single,67,11.0,6,2,Personal Auto,Personal L3,Offer2,Agent,482.4,Four-Door Car,Medsize,0,central,February,2011-02-03
5976,Arizona,F,23536.74767,0.0,No,Basic,Bachelor,2011-01-09,Employed,33747.0,Urban,Married,199,29.0,95,2,Corporate Auto,Corporate L2,Offer3,Branch,832.701335,Luxury Car,Medsize,0,central,January,2011-01-09
5977,California,M,8838.085637,3.0,Yes,Basic,Bachelor,2011-01-21,Employed,82664.0,Rural,Married,114,24.0,10,9,Personal Auto,Personal L1,Offer2,Agent,133.425609,SUV,Medsize,0,west_region,January,2011-01-21
5978,Arizona,F,14455.86021,0.0,No,Extended,College,2011-02-21,Unemployed,0.0,Suburban,Single,78,2.0,63,2,Special Auto,Special L2,Offer1,Call Center,561.6,Four-Door Car,Medsize,0,central,February,2011-02-21
5979,Nevada,M,4162.179638,3.0,No,Basic,High School or Below,2011-01-06,Unemployed,0.0,Suburban,Single,67,26.0,88,3,Personal Auto,Personal L3,Offer1,Branch,321.6,Four-Door Car,Medsize,A,central,January,2011-01-06
5980,0,M,3309.248219,0.0,0,Extended,College,2011-01-10,Employed,85632.0,Rural,Married,82,15.0,4,1,Personal Auto,Personal L3,Offer2,Call Center,7.2574,Two-Door Car,Medsize,A,0,January,2011-01-10
5981,Washington,M,3478.887023,0.0,No,Extended,College,2011-01-07,Employed,29938.0,Suburban,Divorced,90,8.0,35,1,Corporate Auto,Corporate L1,Offer2,Branch,562.426585,Four-Door Car,Medsize,A,east,January,2011-01-07
5982,Oregon,F,12786.66898,0.0,No,Basic,College,2011-01-04,Unemployed,0.0,Suburban,Single,180,14.0,70,4,Special Auto,Special L2,Offer3,Agent,1296.0,Luxury SUV,Medsize,A,north_west,January,2011-01-04
5983,Arizona,M,7609.089616,0.0,No,Basic,Bachelor,2011-01-10,Disabled,16233.0,Suburban,Married,197,17.0,68,1,Personal Auto,Personal L1,Offer4,Web,1418.4,Luxury Car,Medsize,0,central,January,2011-01-10
5984,Oregon,F,25082.1789,0.0,No,Basic,High School or Below,2011-01-22,Unemployed,0.0,Suburban,Single,100,27.0,58,2,Personal Auto,Personal L3,Offer1,Branch,1000.850446,SUV,Medsize,0,north_west,January,2011-01-22
5985,Arizona,F,7948.567913,0.0,No,Basic,College,2011-01-16,Employed,63892.0,Rural,Married,66,2.0,80,2,Personal Auto,Personal L3,Offer1,Agent,90.712257,Four-Door Car,Medsize,0,central,January,2011-01-16
5986,Washington,F,8459.053233,0.0,No,Basic,College,2011-01-03,Employed,92717.0,Urban,Married,70,24.0,19,2,Personal Auto,Personal L3,Offer4,Call Center,224.27582,Two-Door Car,Medsize,0,east,January,2011-01-03
5987,Oregon,F,13736.1325,0.0,Yes,Premium,Master,2011-02-13,Disabled,16181.0,Suburban,Divorced,181,22.0,79,8,Personal Auto,Personal L3,Offer1,Web,1261.319869,SUV,Medsize,0,north_west,February,2011-02-13
5988,California,F,7423.929008,0.0,No,Basic,College,2011-02-22,Unemployed,0.0,Suburban,Single,107,27.0,27,9,Personal Auto,Personal L2,Offer1,Branch,513.6,SUV,Medsize,0,west_region,February,2011-02-22
5989,Oregon,M,4644.700497,0.0,No,Basic,Bachelor,2011-02-14,Unemployed,0.0,Suburban,Divorced,64,15.0,71,6,Corporate Auto,Corporate L1,Offer3,Branch,307.2,Four-Door Car,Small,0,north_west,February,2011-02-14
5990,Nevada,F,2372.155492,0.0,No,Basic,High School or Below,2011-01-18,Medical Leave,19030.0,Suburban,Married,62,7.0,22,1,Corporate Auto,Corporate L3,Offer3,Branch,355.820799,Two-Door Car,Medsize,0,central,January,2011-01-18
5991,Oregon,M,4887.794108,1.0,No,Extended,Bachelor,2011-02-10,Employed,70742.0,Rural,Married,124,3.0,64,1,Personal Auto,Personal L2,Offer4,Agent,211.68058,SUV,Small,A,north_west,February,2011-02-10
5992,Oregon,M,18196.63824,0.0,No,Extended,Bachelor,2011-02-10,Employed,57177.0,Suburban,Married,92,14.0,51,2,Personal Auto,Personal L1,Offer4,Branch,441.6,Four-Door Car,Small,A,north_west,February,2011-02-10
